Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,Yth,2000024014,Alfredo Guerra,D (RC),Salernitana,ITA,188 cm,76 kg,18,£9K - £26K,£220 p/w,Right Only,Very Weak,Very Strong,Fairly Determined,Media-friendly,4,1,5,2,8,2,9,1,3,6,5,3,7,6,15,8,8,7,10,14,17,5,3,4,7,6,6,7,10,12,7,8,15,12,4,6,2,1,2,1,3,1,1,1,3,4,1
- - -,Loa,2000144831,Elaydjah Nijon,D (C),Udinese,NED,182 cm,71 kg,17,£16K - £45K,£350 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,3,2,2,2,6,1,12,2,4,12,3,3,11,3,6,8,7,4,9,10,14,5,10,2,11,5,1,6,13,13,6,7,13,12,8,7,4,4,1,2,2,3,3,2,2,3,4
- - -,Yth,2000103304,Flavio Cappiello,M/AM (C),Milan,ITA,173 cm,62 kg,17,£40K - £120K,£220 p/w,Left,Very Strong,Weak,Balanced,Level-headed,6,6,8,10,13,6,5,8,1,5,14,5,7,8,6,8,4,8,5,14,14,7,10,8,6,7,12,8,13,9,5,2,16,9,5,4,3,2,2,1,1,1,1,1,2,3,2
- - -,Loa,2000033297,Fotis Pseftis,GK,Milan,GRE,190 cm,82 kg,19,£35K - £110K,£525 p/w,Right Only,Weak,Very Strong,Ambitious,Media-friendly,1,1,4,1,8,1,7,6,5,1,10,7,5,8,5,8,8,5,7,6,8,1,6,1,12,11,7,8,8,14,13,14,15,11,13,11,11,7,9,10,13,12,11,17,13,6,10
- - -,,2000103141,Vincenzo Perrucci,M/AM (C),Milan,ITA,167 cm,58 kg,17,£55K - £160K,£350 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,6,5,6,4,13,5,1,7,4,4,10,2,5,12,7,8,7,4,5,13,11,12,5,6,7,7,13,12,13,10,8,3,9,11,8,3,3,3,2,3,1,1,3,3,2,2,3
- - -,Loa,2000103118,Kevin Zeroli,M (C),Milan,ITA,176 cm,60 kg,17,£325K - £950K,£220 p/w,Right,Fairly Strong,Very Strong,Balanced,Media-friendly,4,7,10,7,11,7,10,8,5,7,11,8,7,12,8,9,7,7,10,10,11,8,9,12,8,11,11,9,10,10,11,12,11,13,10,8,1,2,3,2,1,2,2,1,2,3,3
- - -,Loa,2000024973,Luigi Caccavo,ST (C),Torino,ITA,190 cm,82 kg,17,£170K - £500K,£500 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,6,6,13,13,12,4,13,7,5,6,7,8,3,7,8,12,4,8,6,9,7,11,10,10,4,6,5,7,13,11,7,14,13,13,8,5,3,1,2,2,1,3,1,3,3,1,3
- - -,Yth,2000191977,Luka Mlakar,ST (C),AS Roma,SVN,180 cm,70 kg,16,£150K - £450K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,6,6,11,13,13,6,13,7,3,2,4,8,5,11,10,10,3,11,6,9,2,14,11,13,4,6,6,7,13,11,7,6,17,11,9,8,3,2,4,1,3,3,2,4,3,1,3
- - -,Yth,2000191978,Lovro Golič,D (C),AS Roma,SVN,179 cm,68 kg,16,£95K - £300K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,3,1,2,7,6,14,5,6,14,8,2,14,7,6,8,9,8,6,14,5,5,9,3,13,7,7,8,9,8,8,6,12,8,11,8,1,2,1,3,3,2,2,3,3,1,3
- - -,Loa,2000035019,Samuel Grygar,"DM, M (C)",Inter,CZE,185 cm,76 kg,17,£40K - £120K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,5,8,8,7,8,6,9,8,9,11,10,7,12,9,15,9,14,9,9,9,13,8,7,9,12,11,10,13,10,10,14,10,15,12,11,11,1,3,4,2,4,3,2,3,2,2,2
- - -,Yth,2000205332,Radosław Żelezny,GK,Juventus,POL,181 cm,61 kg,15,£28K - £85K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Level-headed,4,2,3,1,1,7,1,1,3,1,7,3,1,1,7,5,12,3,7,4,3,3,9,2,7,5,4,4,11,9,1,8,12,12,1,3,11,6,8,5,13,8,9,11,13,11,5
- - -,Yth,2000102277,Gabriele Torino,AM (R),Bologna,ITA,170 cm,56 kg,17,£18K - £55K,£220 p/w,Left,Very Strong,Reasonable,Balanced,Level-headed,6,8,9,3,11,6,8,7,6,3,8,3,6,14,12,10,3,5,3,7,14,13,10,6,4,7,6,8,14,14,14,5,12,14,4,3,3,3,2,4,2,4,1,1,1,1,2
- - -,Loa,2000098455,Pietro Ricci,ST (C),Cremonese,ITA,174 cm,65 kg,17,£16K - £50K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,2,2,13,13,11,4,11,6,1,4,6,4,1,9,11,5,3,6,6,6,8,11,3,10,4,5,5,6,13,10,6,7,14,11,10,7,1,1,2,1,2,3,2,3,2,1,1
- - -,Loa,2000046019,Dennis Curatolo,"AM (C), ST (C)",Inter,ITA,180 cm,74 kg,18,£45K - £130K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,6,7,9,11,10,8,9,7,5,4,10,9,5,9,9,10,11,9,8,10,13,14,8,10,7,12,12,9,12,11,11,10,9,11,9,9,4,1,3,3,4,2,3,1,1,1,2
- - -,Loa,2000035016,Amadou Makhtarlayi Sarr,"AM (C), ST (C)",Inter,SEN,183 cm,73 kg,17,£45K - £140K,£220 p/w,Left Only,Very Strong,Very Weak,Balanced,Media-friendly,8,10,12,11,10,9,8,9,7,7,10,11,6,9,13,8,12,8,8,10,11,7,8,12,8,13,9,13,13,10,13,11,13,12,11,9,2,1,1,3,1,3,2,1,2,2,3
- - -,Loa,2000034524,Nikolaos Botis,GK,Inter,GRE,191 cm,79 kg,18,£60K - £180K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,3,2,1,1,1,7,1,3,2,2,8,3,2,6,5,7,10,6,9,13,14,3,4,2,7,7,6,6,8,9,7,14,12,8,2,5,13,9,7,6,13,11,10,12,13,6,8
- - -,Yth,2000096272,Emanuele Benedetti,"AM (R), ST (C)",Milan,ITA,174 cm,66 kg,17,£45K - £140K,£220 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,6,10,10,13,9,6,13,6,4,3,12,4,3,12,10,8,8,7,6,8,9,12,9,10,6,3,5,8,14,14,8,3,11,14,7,9,3,3,3,3,1,1,3,2,3,2,3
- - -,Yth,2000096274,Mattia Malaspina,"D (C), DM",Milan,ITA,191 cm,77 kg,16,£375K - £1.1M,£220 p/w,Right,Weak,Very Strong,Balanced,Level-headed,3,6,2,7,12,4,9,9,5,8,10,6,13,9,9,11,8,7,6,13,9,5,4,7,13,7,9,9,7,10,8,16,10,7,11,7,2,2,1,1,1,3,3,1,1,3,1
- - -,Yth,2000096275,Federico Mangiameli,ST (C),Milan,ITA,188 cm,70 kg,17,£65K - £200K,£220 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,6,7,13,13,13,3,13,7,6,4,7,7,1,10,10,6,6,8,6,8,12,10,1,13,2,6,7,7,12,11,3,11,15,13,9,9,3,1,3,3,3,1,3,1,1,3,1
- - -,Loa,2000096276,Alessio Piantedosi,D/WB (L),Verona,ITA,184 cm,73 kg,17,£230K - £700K,£220 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,6,8,8,2,10,2,9,5,7,9,10,4,13,10,8,10,9,7,10,15,10,8,3,8,8,14,8,9,12,10,10,9,16,11,14,5,1,3,3,2,1,3,2,4,3,2,3
- - -,Loa,43592233,Riccardo Castagnaviz,"DM, M (C)",Udinese,ITA,174 cm,68 kg,19,£12K - £40K,£400 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,6,6,2,7,8,2,6,10,1,5,10,4,10,9,11,8,7,6,6,14,7,5,7,6,4,7,13,12,14,14,4,6,10,14,8,7,2,3,3,2,1,2,3,1,3,2,2
- - -,Wnt,2000021391,Lorenzo Dellavalle,D (LC),Juventus,ITA,193 cm,81 kg,18,£70K - £220K,£220 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,2,5,5,8,10,1,8,8,4,14,5,1,15,8,6,8,10,9,12,15,11,5,5,7,12,8,3,9,9,12,9,13,11,12,6,7,2,2,3,2,1,1,3,3,3,3,1
- - -,Loa,2000025541,Alessio Guerini,D (C),Atalanta,ITA,183 cm,77 kg,18,£14K - £45K,£220 p/w,Right Only,Weak,Very Strong,Fairly Loyal,Media-friendly,4,5,6,5,7,5,11,6,10,10,9,7,8,7,7,11,11,8,10,8,8,2,6,7,13,9,7,10,10,9,10,12,11,10,11,9,3,3,1,1,1,2,1,1,3,3,3
- - -,Loa,43591069,Nosa Obaretin,D (LC),Parthenope,ITA,193 cm,81 kg,19,£24K - £70K,£550 p/w,Left Only,Very Strong,Weak,Balanced,Level-headed,3,9,7,4,7,5,12,6,12,11,7,5,10,8,14,11,13,10,8,8,13,5,8,11,10,11,7,8,10,8,11,16,15,13,10,10,2,4,3,2,3,2,1,1,1,3,2
- - -,Loa,2000025545,Iacopo Regonesi,D/WB (L),Atalanta,ITA,177 cm,72 kg,18,£24K - £70K,£220 p/w,Left Only,Very Strong,Weak,Balanced,Media-friendly,8,10,8,7,11,7,7,6,5,9,10,7,10,9,10,9,11,9,12,10,10,7,8,9,13,10,8,9,11,12,13,8,9,11,10,8,2,2,3,3,1,2,1,2,3,3,1
- - -,Wnt,43591068,Youns El Hilali,AM (RC),Milan,ITA,178 cm,69 kg,19,£65K - £190K,£700 p/w,Right Only,Weak,Very Strong,Fairly Professional,Media-friendly,12,11,12,10,12,11,6,12,4,5,11,13,5,12,7,10,10,11,10,8,12,13,8,12,5,8,11,7,14,13,8,8,11,12,9,7,3,2,3,1,2,3,3,2,2,3,1
- - -,Loa,2000135065,João Costa,M/AM (RL),AS Roma,BRA,160 cm,55 kg,17,£28K - £85K,£220 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,7,11,11,6,10,5,5,7,5,5,9,4,6,9,11,6,2,7,5,7,4,9,1,5,5,7,8,11,13,13,5,1,16,13,7,1,2,3,2,2,3,3,2,3,2,2,2
- - -,Loa,43500623,Edoardo Pieragnolo,D/WB (L),Sassuolo,ITA,178 cm,73 kg,19,£12K - £40K,£400 p/w,Left Only,Very Strong,Very Weak,Balanced,Media-friendly,10,11,11,7,9,7,8,7,5,8,10,5,11,10,9,11,8,8,10,8,8,5,6,12,9,12,10,10,13,12,8,8,10,12,11,8,3,3,1,3,1,3,3,3,3,4,3
- - -,Wnt,43500750,Antonio Satriano,ST (C),AS Roma,ITA,185 cm,80 kg,18,£75K - £220K,£950 p/w,Right,Weak,Very Strong,Balanced,Level-headed,7,8,9,13,11,6,12,12,4,6,7,10,4,8,14,9,11,14,12,10,8,5,12,16,11,12,9,15,10,9,6,10,16,10,10,14,2,3,4,1,2,3,2,2,3,3,1
- - -,Loa,2000045290,Simone Bonavita,"DM, M (C)",Inter,ITA,180 cm,74 kg,18,£40K - £110K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,9,9,7,6,9,7,7,10,5,9,12,8,9,8,11,12,10,9,13,12,10,7,8,9,11,14,10,10,9,9,11,8,11,10,9,9,1,2,1,1,1,2,2,1,2,4,2
- - -,Inj,43424765,Andrea Capone,"AM (L), ST (C)",Milan,ITA,180 cm,73 kg,20,£26K - £75K,£725 p/w,Right,Weak,Very Strong,Fairly Ambitious,Level-headed,9,8,12,7,11,8,6,9,6,4,12,8,4,12,10,9,8,8,9,8,12,12,9,11,6,9,11,8,13,13,8,8,13,12,10,10,1,1,1,1,1,2,3,3,2,2,3
- - -,Yth,2000100721,Julius Beck,"DM, M (C)",Spezia,DEN,178 cm,61 kg,17,£850K - £2.5M,£220 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,8,6,6,10,10,8,9,14,1,12,13,6,10,14,15,10,10,9,9,15,13,5,4,10,13,10,12,13,11,12,10,7,14,11,8,9,2,2,1,2,1,4,3,4,2,2,1
- - -,Loa,2000097987,Alessandro Calligaris,GK,Inter,ITA,192 cm,76 kg,17,£45K - £140K,£220 p/w,Right,Weak,Very Strong,Driven,Media-friendly,2,2,2,2,2,7,1,2,1,1,11,3,3,4,5,9,15,3,11,13,18,1,3,3,10,3,4,5,13,5,3,12,10,11,4,3,12,8,9,5,13,7,10,6,10,12,4
- - -,Loa,2000034879,Jan Oliveras,D/WB (L),AS Roma,ESP,176 cm,66 kg,17,£60K - £180K,£475 p/w,Left Only,Very Strong,Weak,Fairly Determined,Media-friendly,6,11,12,6,12,5,7,5,7,8,10,4,8,12,11,8,11,10,8,8,16,13,6,10,9,10,10,11,12,13,8,7,14,12,12,7,4,1,3,1,3,2,3,1,2,2,2
- - -,Loa,2000097989,Luca Di Maggio,"DM, M (C)",Inter,ITA,176 cm,68 kg,17,£350K - £1.1M,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,8,10,8,7,10,8,7,13,6,9,12,11,10,10,12,10,11,12,10,12,11,8,9,11,12,13,10,11,11,10,10,7,10,11,9,8,2,1,3,4,1,3,3,1,2,2,2
- - -,Loa,2000097993,Tommaso Guercio,D (C),Inter,POL,186 cm,77 kg,17,£40K - £110K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,3,6,6,5,7,5,11,5,8,10,8,5,10,7,9,12,10,9,9,9,11,5,7,5,11,9,7,9,10,9,11,14,11,12,10,10,1,1,1,4,2,1,2,3,3,1,1
- - -,,2000099661,Tommaso Berti,M/AM (C),Fiorentina,ITA,171 cm,64 kg,18,£140K - £425K,"£1,700 p/w",Right,Fairly Strong,Very Strong,Resilient,Evasive,8,10,11,7,14,9,4,9,4,8,12,13,8,12,9,13,8,11,8,11,16,14,8,10,8,11,13,10,12,13,12,8,12,11,10,8,1,1,3,3,3,1,1,2,1,3,1
- - -,Loa,2000097996,Issiaka Kamate,M (C),Inter,FRA,186 cm,77 kg,17,£40K - £120K,£220 p/w,Left Only,Very Strong,Weak,Balanced,Media-friendly,4,7,8,8,9,7,9,8,7,7,10,8,10,8,13,9,12,9,8,9,11,7,8,13,9,9,8,12,12,11,12,11,15,14,11,12,3,1,2,3,4,1,3,1,2,3,3
- - -,Loa,2000103339,Jordan Longhi,"AM (RL), ST (C)",Milan,ITA,181 cm,70 kg,17,£600K - £1.8M,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,7,9,13,11,13,6,8,8,6,3,11,9,5,11,13,6,7,11,6,8,7,13,9,6,5,7,7,8,13,13,7,8,16,13,11,4,1,2,3,2,2,1,1,1,3,3,3
- - -,Loa,2000098002,Enoch Owusu,"AM (C), ST (C)",Inter,ITA,175 cm,67 kg,17,£425K - £1.2M,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,7,8,11,11,12,6,8,5,5,4,11,8,6,10,9,12,7,8,11,12,11,7,7,12,7,11,7,13,12,12,14,8,14,13,14,9,1,2,3,2,1,4,2,2,3,1,1
- - -,Loa,43377153,Jacopo Gianelli,M (RC),Inter,ITA,179 cm,75 kg,21,£40K - £120K,£700 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,10,9,9,7,11,10,9,8,6,9,11,9,10,10,11,9,11,10,10,10,13,7,9,9,10,12,10,12,11,12,12,9,12,11,12,10,2,1,3,3,2,2,3,1,2,1,3
- - -,Yth,2000098004,Daniele Quieto,AM (C),Inter,ITA,169 cm,55 kg,16,£250K - £750K,£220 p/w,Either,Strong,Very Strong,Driven,Level-headed,4,6,12,7,13,6,7,8,1,6,13,1,7,9,7,7,7,7,2,12,18,11,10,7,3,7,9,8,13,10,7,5,8,12,5,1,2,3,2,2,3,2,2,3,3,1,2
- - -,Loa,2000098009,Tommaso Ricordi,M/AM (C),Inter,ITA,173 cm,64 kg,17,£50K - £150K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,10,10,10,7,9,7,6,9,6,6,11,8,5,11,7,10,9,7,10,11,9,9,7,10,9,11,9,10,11,13,8,5,9,12,9,6,2,1,2,3,1,1,2,3,3,3,2
- - -,Loa,2000025316,Lorenzo Gori,ST (C),Fiorentina,ITA,187 cm,76 kg,18,£22K - £70K,£220 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,2,5,11,13,9,5,13,5,2,4,3,2,4,6,9,9,5,5,4,12,7,9,5,8,6,5,7,7,13,12,3,7,13,13,6,6,2,2,2,4,2,3,3,1,3,3,2
- - -,Yth,2000184654,Andrea Zilio,D (C),Bologna,ITA,186 cm,76 kg,16,£65K - £200K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,2,4,4,5,5,3,10,4,5,12,8,3,9,6,12,9,11,10,9,10,14,5,8,8,10,10,6,10,10,10,12,10,12,10,10,12,2,3,3,3,1,2,3,2,3,3,1
- - -,Loa,2000021030,Tommaso Corazza,D/WB (RL),Bologna,ITA,173 cm,65 kg,17,£26K - £80K,£220 p/w,Right,Reasonable,Very Strong,Balanced,Level-headed,2,10,7,5,7,3,6,5,7,7,10,3,7,9,9,12,8,10,10,8,11,7,6,9,8,12,8,14,11,11,9,6,12,11,11,7,3,2,3,2,3,3,3,2,1,2,4
- - -,Loa,2000018201,Leonardo Rossi,ST (C),Parthenope,ITA,177 cm,69 kg,17,£60K - £180K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,8,9,10,8,7,11,8,6,4,7,9,6,9,12,12,13,10,14,10,13,8,8,13,8,11,7,13,12,11,12,9,8,12,10,7,3,1,1,2,2,3,3,2,2,3,3
- - -,Yth,2000022300,Giovanni Incorvaia,D (LC),Milan,ITA,183 cm,75 kg,18,£55K - £170K,£220 p/w,Left Only,Very Strong,Weak,Balanced,"Outspoken, Media-friendly",7,8,6,5,8,6,10,5,11,11,8,6,10,7,11,9,11,9,12,9,7,6,8,8,13,11,7,9,12,11,8,10,10,12,9,8,2,2,2,2,3,2,3,1,3,1,1
- - -,Loa,2000022983,Denis Cazzadori,"AM (RLC), ST (C)",Verona,ITA,175 cm,70 kg,18,£12K - £35K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,7,9,9,8,5,9,5,4,4,7,7,5,7,7,9,6,11,7,8,10,6,7,11,4,5,6,15,12,10,8,7,9,12,9,7,4,2,3,1,2,1,1,1,2,3,2
- - -,Yth,2000021029,Jacopo Casadei,"DM, M (C)",Empoli,ITA,176 cm,71 kg,18,£75K - £220K,£220 p/w,Left,Very Strong,Reasonable,Spirited,"Evasive, Reserved",11,9,9,9,10,9,7,10,5,7,12,9,10,12,9,9,11,11,11,10,12,11,12,9,9,10,11,11,10,11,10,5,10,10,10,8,3,3,3,3,2,1,2,3,1,2,1
- - -,Loa,2000022298,Christian Foglio,"DM, M (C)",Milan,ITA,175 cm,69 kg,18,£50K - £140K,£220 p/w,Right,Weak,Very Strong,Balanced,Level-headed,4,7,10,6,9,7,6,9,7,8,10,6,10,11,13,10,14,10,12,8,8,7,8,8,11,13,9,11,13,13,9,8,13,13,8,8,1,3,3,3,2,3,3,2,2,1,1
- - -,Yth,2000183006,Diego Sia,"AM (LC), ST (C)",Milan,ITA,183 cm,68 kg,16,£75K - £230K,£220 p/w,Right,Fairly Strong,Very Strong,Balanced,"Outspoken, Media-friendly",8,11,13,9,13,5,7,5,5,3,11,3,4,11,5,4,5,3,6,9,7,12,8,9,5,6,6,7,13,10,6,9,12,10,6,5,3,3,2,3,2,1,2,1,1,1,2
- - -,Loa,2000019726,Lapo Nava,GK,Milan,ITA,195 cm,87 kg,18,£65K - £190K,£220 p/w,Right,Reasonable,Very Strong,Balanced,Level-headed,4,2,2,2,1,8,1,2,3,2,9,2,1,5,13,7,8,5,8,14,2,3,11,3,6,8,7,7,9,7,8,17,13,9,4,12,14,8,10,5,14,10,8,12,14,8,9
- - -,Wnt,2000019146,Andrea Bozzolan,D/WB (L),Milan,ITA,180 cm,72 kg,18,£110K - £325K,£220 p/w,Left Only,Very Strong,Weak,Fairly Sporting,Level-headed,5,11,9,5,11,5,7,8,12,10,11,6,11,11,8,9,7,9,9,8,10,6,6,9,10,12,7,9,13,13,9,10,14,13,10,8,3,1,3,2,1,2,3,2,2,1,3
- - -,Yth,2000184141,Nda Konan Kouadio,D (C),Fiorentina,CIV,187 cm,72 kg,16,£10K - £30K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,1,1,1,2,3,1,10,1,1,11,2,1,11,1,8,8,6,3,2,11,6,5,1,1,9,2,2,4,11,11,3,11,8,11,9,5,1,3,1,3,1,1,3,4,3,3,1
- - -,Yth,2000104707,Giacomo Corona,ST (C),Torino,ITA,195 cm,85 kg,18,£12K - £35K,£190 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,10,6,9,11,9,7,11,10,2,9,8,7,10,10,5,9,4,10,11,11,13,12,5,10,8,10,11,11,11,11,6,9,12,11,10,10,1,2,3,2,1,2,1,1,4,3,4
- - -,Loa,2000024765,Filippo Missori,D/WB (R),AS Roma,ITA,182 cm,69 kg,18,£70K - £200K,£220 p/w,Right Only,Weak,Very Strong,Fairly Determined,Level-headed,6,12,12,4,12,5,7,5,8,9,10,5,8,11,14,9,13,10,9,8,15,12,6,11,8,12,9,15,13,12,11,8,15,14,13,8,1,2,1,3,1,3,1,2,1,1,3
- - -,Loa,2000023987,Simone Iob,D/WB (R),Udinese,ITA,185 cm,72 kg,17,£22K - £65K,£220 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,3,7,7,3,12,1,7,5,3,9,7,1,12,8,8,7,8,5,8,8,5,5,1,7,10,8,8,8,15,15,8,13,11,15,8,6,2,2,2,1,1,3,3,1,1,3,2
- - -,Yth,2000098012,Aleksandar Stanković,"D (C), DM",Inter,SRB,182 cm,69 kg,16,£80K - £240K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,5,5,4,3,8,6,10,5,1,12,8,1,14,7,6,11,8,7,8,14,13,5,1,4,12,6,8,8,7,8,7,8,15,10,7,8,3,1,2,1,2,4,3,2,2,4,1
- - -,Yth,2000023989,Davide Maria,D (C),Udinese,ITA,179 cm,74 kg,18,£12K - £40K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,1,4,1,1,6,1,9,1,5,7,6,1,13,4,12,7,8,5,10,13,8,5,2,1,12,5,3,6,12,9,6,9,14,11,4,11,2,3,1,1,1,2,1,4,3,3,1
- - -,Yth,2000025310,Lorenzo Chiesa,"AM (C), ST (C)",Fiorentina,ITA,176 cm,67 kg,18,£12K - £40K,£220 p/w,Left Only,Very Strong,Weak,Balanced,Media-friendly,4,6,9,14,9,6,13,8,3,6,8,6,2,10,14,11,7,9,7,5,10,9,3,12,7,6,8,8,13,10,7,8,13,11,10,6,3,1,3,3,1,1,2,2,3,2,3
- - -,Yth,2000025529,Simone Maglieri,GK,Atalanta,ITA,185 cm,73 kg,18,£28K - £80K,£220 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,2,3,2,1,5,1,1,1,3,7,3,2,5,7,8,15,2,13,12,12,1,5,3,5,5,4,5,9,14,6,6,6,11,3,2,8,3,5,5,13,6,7,9,12,12,4
- - -,Loa,2000025331,Lorenzo Vigiani,AM (RL),Fiorentina,ITA,170 cm,60 kg,18,£20K - £60K,£220 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,7,10,9,8,14,6,7,7,6,3,10,4,6,11,8,10,4,6,2,11,9,10,9,10,6,7,8,8,9,13,7,2,13,13,10,1,3,2,1,3,2,1,3,1,4,2,2
- - -,Yth,2000023988,Fabio Manitta,D (C),Udinese,ITA,185 cm,77 kg,18,£10K - £30K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,2,1,3,4,7,1,9,6,2,14,7,4,14,6,13,9,8,5,9,14,10,5,3,6,13,6,1,7,9,7,7,9,12,8,5,7,1,2,1,2,1,4,2,3,2,3,1
- - -,Loa,2000023984,Rudi Ghersetti,M (C),Udinese,ITA,176 cm,64 kg,17,£12K - £40K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,2,6,3,13,3,4,7,4,10,13,1,8,12,5,9,5,5,4,13,5,6,8,8,3,6,13,3,13,10,3,6,16,12,5,5,2,1,2,3,2,3,1,2,2,1,1
- - -,Loa,2000023978,Mohamed Berthé,D (C),Udinese,MLI,187 cm,78 kg,18,£16K - £45K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Level-headed,2,3,2,2,6,4,14,6,1,11,7,1,14,1,7,11,8,6,7,14,10,5,4,3,13,6,2,7,13,9,7,8,12,10,7,7,2,1,3,2,2,1,1,2,1,1,2
- - -,Loa,2000103965,Ardit Nuredini,D/WB (L),Udinese,ALB,180 cm,71 kg,17,£12K - £40K,£220 p/w,Left,Very Strong,Reasonable,Fairly Determined,Level-headed,6,9,7,4,11,1,7,7,5,6,9,1,11,9,14,9,8,5,7,11,15,10,11,6,8,8,8,8,13,10,7,8,8,12,8,7,3,1,2,1,3,1,4,1,2,2,1
- - -,Loa,2000023981,Alberto Centis,AM (RC),Udinese,ITA,170 cm,60 kg,18,£10K - £30K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,6,13,7,12,5,4,7,2,2,8,3,7,12,6,4,7,7,6,10,9,12,1,10,3,7,8,11,13,13,6,2,11,13,6,1,3,2,1,2,3,4,3,3,3,2,1
- - -,Yth,2000103961,Sebastian Borda,D (C),Udinese,ARG,186 cm,71 kg,16,£45K - £140K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,3,1,1,3,7,1,14,1,1,9,7,3,13,5,13,11,8,7,9,14,12,5,11,2,14,6,2,7,10,11,7,10,12,11,7,6,1,1,2,2,3,3,1,2,3,3,3
- - -,Yth,2000098466,Diego Ripani,"DM, M (C)",Juventus,ITA,181 cm,65 kg,16,£40K - £120K,£220 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,5,4,6,8,11,5,6,11,2,8,11,1,12,6,9,6,7,4,7,9,10,5,7,6,6,7,11,11,14,14,7,7,13,14,6,4,1,2,3,1,1,2,2,1,1,1,1
- - -,Loa,33085892,Jasper Samooja,GK,Salento,FIN,192 cm,85 kg,18,£140K - £425K,£700 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,3,2,2,3,9,5,7,3,1,1,10,3,1,8,14,9,12,8,10,10,13,4,7,2,12,7,7,9,9,11,12,15,11,8,11,10,12,9,7,5,13,11,12,10,12,15,14
- - -,Loa,2000110634,Nicola Togni,ST (C),Cremonese,ITA,178 cm,66 kg,17,£35K - £110K,£220 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,4,3,11,14,10,6,14,7,2,3,5,2,2,12,10,7,7,4,3,9,14,11,3,13,5,6,6,7,14,13,7,9,10,14,8,4,3,1,3,3,3,2,1,1,3,1,1
- - -,Loa,2000104791,Endri Dama,AM (R),Fiorentina,ALB,174 cm,63 kg,17,£18K - £55K,£220 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,5,9,10,6,13,5,4,4,3,4,8,1,4,11,9,4,7,6,3,8,10,11,2,8,4,6,7,8,13,13,6,5,9,13,12,3,1,3,3,3,3,1,3,4,1,1,3
